date,transfer_count,usdc_volume,BTC_Close,ETH_Close
2024-11-07,108609,17629219211.976784,75904.859375,2895.58544921875
2024-11-08,101438,13813758848.180428,76545.4765625,2962.296630859375
2024-11-09,89412,7390203556.891114,76778.8671875,3131.14453125
2024-11-10,100714,7693073944.417437,80474.1875,3191.331298828125
2024-11-11,111095,15684523896.866592,88701.484375,3374.81298828125
2024-11-12,114243,20577369064.069412,87955.8125,3246.25732421875
2024-11-13,103656,17301632165.65051,90584.1640625,3192.595947265625
2024-11-14,106854,14779005662.414982,87250.4296875,3058.94873046875
2024-11-15,106260,14879136156.67391,91066.0078125,3103.04052734375
2024-11-16,94947,6126975154.83211,90558.4765625,3133.27392578125
2024-11-17,93084,4571900905.629764,89845.8515625,3075.66162109375
2024-11-18,105209,13743856304.666595,90542.640625,3207.8564453125
2024-11-19,101601,14265905508.511972,92343.7890625,3111.384033203125
2024-11-20,113702,15046927716.71005,94339.4921875,3072.18798828125
2024-11-21,119744,17533646497.810505,98504.7265625,3361.053955078125
2024-11-22,115211,17851451412.434975,98997.6640625,3331.600830078125
2024-11-23,100311,7405533850.236855,97777.28125,3396.223388671875
2024-11-24,99171,5073210750.254078,98013.8203125,3363.659912109375
