date,transfer_count,usdc_volume
2025-11-06 00:00:00.000 UTC,498219,41588711625.31692
2025-11-07 00:00:00.000 UTC,511723,41964814600.69978
2025-11-08 00:00:00.000 UTC,361265,26887900761.40012
2025-11-09 00:00:00.000 UTC,320923,38077398330.51395
2025-11-10 00:00:00.000 UTC,477023,41736729434.69535
2025-11-11 00:00:00.000 UTC,469982,36032273352.02594
2025-11-12 00:00:00.000 UTC,450974,41571326697.98836
2025-11-13 00:00:00.000 UTC,460433,59227788554.02478
2025-11-14 00:00:00.000 UTC,488016,38733597931.03421
2025-11-15 00:00:00.000 UTC,385665,43930420399.93093
2025-11-16 00:00:00.000 UTC,383302,50877662312.02721
2025-11-17 00:00:00.000 UTC,477519,58987898372.802536
2025-11-18 00:00:00.000 UTC,514825,44940917447.527145
2025-11-19 00:00:00.000 UTC,461752,38052675151.576965
2025-11-20 00:00:00.000 UTC,464911,42865289572.607086
2025-11-21 00:00:00.000 UTC,502142,54228909494.13164
2025-11-22 00:00:00.000 UTC,375707,33762670817.417706
2025-11-23 00:00:00.000 UTC,365749,58148833911.00467
2025-11-24 00:00:00.000 UTC,505147,67278025680.13246
2025-11-25 00:00:00.000 UTC,541347,55444239617.714455
2025-11-26 00:00:00.000 UTC,545876,57835103162.790184
2025-11-27 00:00:00.000 UTC,463461,59911938239.701035
2025-11-28 00:00:00.000 UTC,497076,64842442183.85268
2025-11-29 00:00:00.000 UTC,628226,46862978541.491554
2025-11-30 00:00:00.000 UTC,327492,41523496129.04534
2025-12-01 00:00:00.000 UTC,549155,91747839832.3202
2025-12-02 00:00:00.000 UTC,513445,69490312058.83589
2025-12-03 00:00:00.000 UTC,535345,79262103865.67961
2025-12-04 00:00:00.000 UTC,506635,51430461885.16176
2025-12-05 00:00:00.000 UTC,519055,66037301955.374825
2025-12-06 00:00:00.000 UTC,362028,41164021967.53148
2025-12-07 00:00:00.000 UTC,265896,20080593137.393063
2025-12-08 00:00:00.000 UTC,322086,26577284207.599262
2025-12-09 00:00:00.000 UTC,417362,44983962208.69011
2025-12-10 00:00:00.000 UTC,442817,37911412321.53072
2025-12-11 00:00:00.000 UTC,491205,47520343864.95596
2025-12-12 00:00:00.000 UTC,423577,46799201448.73476
2025-12-13 00:00:00.000 UTC,345210,32493065344.562912
2025-12-14 00:00:00.000 UTC,340612,45532503124.46762
2025-12-15 00:00:00.000 UTC,516121,67603546318.59497
2025-12-16 00:00:00.000 UTC,531900,59334809991.78254
2025-12-17 00:00:00.000 UTC,538081,69394756450.9389
2025-12-18 00:00:00.000 UTC,512148,73580796200.05473
2025-12-19 00:00:00.000 UTC,513437,61901123960.60387
2025-12-20 00:00:00.000 UTC,486820,32446958339.77089
2025-12-21 00:00:00.000 UTC,558824,34114507387.44004
2025-12-22 00:00:00.000 UTC,555732,46053680560.116066
2025-12-23 00:00:00.000 UTC,652390,37368157058.884346
2025-12-24 00:00:00.000 UTC,612619,45228238039.17867
2025-12-25 00:00:00.000 UTC,658497,49685543931.6495
2025-12-26 00:00:00.000 UTC,703377,54129671511.07673
2025-12-27 00:00:00.000 UTC,738473,47603361856.23011
2025-12-28 00:00:00.000 UTC,574231,59643233960.284485
2025-12-29 00:00:00.000 UTC,827244,69360160017.46573
2025-12-30 00:00:00.000 UTC,792074,61618045614.36058
2025-12-31 00:00:00.000 UTC,919659,70654064707.30716
2026-01-01 00:00:00.000 UTC,840463,48176377818.64296
2026-01-02 00:00:00.000 UTC,848306,67149974501.404976
2026-01-03 00:00:00.000 UTC,857889,27483809081.989754
2026-01-04 00:00:00.000 UTC,728914,44785056439.47126
2026-01-05 00:00:00.000 UTC,758355,47499305831.26601
